number,name,form,classification,type-1,type-2,ability-1,ability-2,ability-hidden,predecessors,successors,Red,Green,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Fire Red,Leaf Green,Emerald,Colosseum,XD,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu!,Let's Go Eevee!,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Scarlet,Violet
354,Banette,,,Ghost,,Insomnia,Frisk,Cursed Body,353,,—,—,—,—,—,—,—,E,C,T,T,C,T,S,C,C,C,C,C,E,E,C,C,C,C,E,E,T,T,C,C,—,—,—,—,C,C,—,C,C
355,Duskull,,,Ghost,,Levitate,,Frisk,,356,—,—,—,—,—,—,—,C,C,T,T,C,T,S,C,C,C,C,C,DW,DW,DW,DW,FSB,FSB,C,C,T,T,T,T,—,—,C,C,C,C,C,CD,CD
356,Dusclops,,,Ghost,,Pressure,,Frisk,355,477,—,—,—,—,—,—,—,C,E,T,T,E,T,E,C,C,C,C,C,DWE,DWE,DWE,DWE,FS,FS,E,E,T,T,T,T,—,—,C,C,C,C,C,CD,CD
357,Tropius,,,Grass,Flying,Chlorophyll,Solar Power,Harvest,,,—,—,—,—,—,—,—,C,C,T,T,C,S,T,Ev,Ev,C,PW,PW,C,C,C,C,FS,FS,C,C,T,T,C,C,—,—,—,—,C,C,—,C,C
358,Chimecho,,,Psychic,,Levitate,,,433,,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,C,C,C,C,C,C,C,DW,DW,E,E,C,C,T,T,T,T,—,—,—,—,C,C,C,CD,CD
359,Absol,,,Dark,,Pressure,Super Luck,Justified,,,—,—,—,—,—,—,—,C,C,Ev,Ev,C,S,T,S,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,—,—,CD,CD,C,C,—,—,—
360,Wynaut,,,Psychic,,Shadow Tag,,Telepathy,,202,—,—,—,—,—,—,—,C,C,B,B,C,T,T,B,B,B,B,B,S,S,B,B,B,B,R,R,T,T,T,T,—,—,D,D,B,B,—,—,—
361,Snorunt,,,Ice,,Inner Focus,Ice Body,Moody,,"362,478",—,—,—,—,—,—,—,C,C,T,T,C,T,S,C,C,C,PW,PW,DW,DW,DW,DW,FS,FS,C,C,C,C,C,C,—,—,C,C,C,C,C,C,C
362,Glalie,,,Ice,,Inner Focus,Ice Body,Moody,361,,—,—,—,—,—,—,—,E,E,T,T,E,T,E,E,E,E,PWE,PWE,DWE,DWE,DWE,DWE,FSE,FSE,E,E,C,C,C,C,—,—,C,C,C,C,C,C,C
363,Spheal,,,Ice,Water,Thick Fat,Ice Body,Oblivious,,364,—,—,—,—,—,—,—,C,C,T,T,C,T,S,T,C,B,C,C,C,C,C,C,FS,FS,C,C,S,S,S,S,—,—,CD,CD,B,C,C,—,—
364,Sealeo,,,Ice,Water,Thick Fat,Ice Body,Oblivious,363,365,—,—,—,—,—,—,—,E,E,T,T,E,T,E,T,C,C,C,C,C,C,C,C,FSE,FSE,C,C,E,E,E,E,—,—,CD,CD,E,C,C,—,—
365,Walrein,,,Ice,Water,Thick Fat,Ice Body,Oblivious,364,,—,—,—,—,—,—,—,E,E,T,T,E,T,E,T,E,E,E,E,C,C,C,C,FSE,FSE,E,E,E,E,E,E,—,—,CD,CD,C,C,C,—,—
366,Clamperl,,,Water,,Shell Armor,,Rattled,,"367,368",—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,T,S,S,C,C,C,C,C,C,C,C,T,T,C,C,—,—,—,—,C,C,—,—,—
367,Huntail,,,Water,,Swift Swim,,Water Veil,366,,—,—,—,—,—,—,—,ET,ET,T,T,ET,T,T,ET,ET,T,ET,ET,C,ET,C,ET,C,ET,ET,ET,T,T,C,C,—,—,—,—,ET,ET,—,—,—
368,Gorebyss,,,Water,,Swift Swim,,Hydration,366,,—,—,—,—,—,—,—,ET,ET,T,T,ET,T,T,ET,ET,T,ET,ET,ET,C,ET,C,ET,C,ET,ET,T,T,C,C,—,—,—,—,ET,ET,—,—,—
369,Relicanth,,,Water,Rock,Swift Swim,Rock Head,Sturdy,,,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,S,S,C,C,C,C,C,C,C,C,C,C,C,C,—,—,CD,CD,C,C,—,—,—
370,Luvdisc,,,Water,,Swift Swim,,Hydration,,,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,S,S,C,C,C,C,C,C,C,C,C,C,C,C,—,—,—,—,C,C,—,C,C
371,Bagon,,,Dragon,,Rock Head,,Sheer Force,,372,—,—,—,—,—,—,—,C,C,T,T,C,T,T,EvB,C,C,C,C,DW,C,C,C,C,C,C,C,C,C,C,C,—,—,CD,T,T,C,—,CC,C
372,Shelgon,,,Dragon,,Rock Head,,Overcoat,371,373,—,—,—,—,—,—,—,E,E,T,T,E,T,T,EvB,E,E,C,C,DWE,E,E,E,E,E,E,E,C,C,C,C,—,—,DD,T,T,C,—,CC,C
373,Salamence,,,Dragon,Flying,Intimidate,,Moxie,372,,—,—,—,—,—,—,—,E,E,T,T,E,T,S,Ev,E,E,E,E,DWE,E,E,E,E,E,E,E,C,C,C,C,—,—,CD,T,T,E,—,CC,C
374,Beldum,,,Steel,Psychic,Clear Body,,Light Metal,,375,—,—,—,—,—,—,—,R,R,EvB,EvB,R,T,T,S,S,S,C,C,B,B,B,B,FSB,FSB,R,R,C,C,C,C,—,—,CD,CD,C,C,—,CD,CD
375,Metang,,,Steel,Psychic,Clear Body,,Light Metal,374,376,—,—,—,—,—,—,—,E,E,Ev,Ev,E,T,T,E,E,E,C,C,C,C,C,C,FS,FS,E,E,C,C,E,E,—,—,CD,CD,E,E,—,CD,CD
376,Metagross,,,Steel,Psychic,Clear Body,,Light Metal,375,,—,—,—,—,—,—,—,E,E,EvE,EvE,E,S,T,E,E,E,E,E,C,C,C,C,FSE,FSE,E,E,E,E,E,E,—,—,CD,CD,E,E,—,CD,CD
377,Regirock,,Legendary,Rock,,Clear Body,,Sturdy,,,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,T,T,EV,T,T,T,T,C,C,Ev,Ev,C,C,T,T,C,C,—,—,CD,CD,C,C,—,T,T
378,Regice,,Legendary,Ice,,Clear Body,,Ice Body,,,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,T,T,EV,T,T,T,T,CC,C,Ev,Ev,C,C,T,T,C,C,—,—,CD,CD,C,C,—,T,T
379,Registeel,,Legendary,Steel,,Clear Body,,Light Metal,,,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,T,T,EV,T,T,T,T,C,CC,Ev,Ev,C,C,T,T,C,C,—,—,CD,CD,C,C,—,T,T
380,Latias,,Legendary,Dragon,Psychic,Levitate,,,,,—,—,—,—,—,—,—,EV,C,Ev,Ev,C,T,T,T,T,T,C,EV,T,T,T,C,T,T,EV,R,Ev,T,Ev,C,—,—,CCDA,DA,C,C,—,CCD,CD
381,Latios,,Legendary,Dragon,Psychic,Levitate,,,,,—,—,—,—,—,—,—,C,EV,Ev,Ev,C,T,T,T,T,T,EV,C,T,T,C,T,Ev,Ev,R,EV,T,Ev,C,Ev,—,—,DA,CCDA,C,C,—,CD,CCD
382,Kyogre,,Legendary,Water,,Drizzle,,,,,—,—,—,—,—,—,—,T,C,T,T,C,T,T,T,T,T,C,T,Ev,Ev,T,Ev,Ev,Ev,Ev,C,Ev,T,Ev,C,—,—,CCDA,DA,C,C,—,CCD,CD
383,Groudon,,Legendary,Ground,,Drought,,,,,—,—,—,—,—,—,—,C,T,T,T,C,T,T,T,T,T,T,C,Ev,Ev,Ev,T,Ev,Ev,C,Ev,T,Ev,C,Ev,—,—,DA,CCDA,C,C,—,CD,CCD
384,Rayquaza,,Legendary,Dragon,Flying,Air Lock,,,,,—,—,—,—,—,—,—,C,C,T,T,C,T,T,Ev,Ev,T,CC,CC,Ev,Ev,T,T,Ev,Ev,C,C,T,T,CC,CC,—,—,DA,DA,C,C,—,CCD,CCD
385,Jirachi,,Mythical,Steel,Psychic,Serene Grace,,,,,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,Ev,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,—,—,T,T,CCR,CCR,—,T,T
386a,Deoxys,Normal Forme,Mythical,Psychic,,Pressure,,,,,—,—,—,—,—,—,—,Ev,Ev,EV,EV,EV,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,T,T,C,C,T,T,T,T,—,—,—,—,T,T,—,T,T
386b,Deoxys,Attack Forme,Mythical,Psychic,,Pressure,,,,,—,—,—,—,—,—,—,Ev,Ev,EV,EV,EV,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,T,T,C,C,T,T,T,T,—,—,—,—,T,T,—,T,T
386c,Deoxys,Defense Forme,Mythical,Psychic,,Pressure,,,,,—,—,—,—,—,—,—,Ev,Ev,EV,EV,EV,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,T,T,C,C,T,T,T,T,—,—,—,—,T,T,—,T,T
386d,Deoxys,Speed Forme,Mythical,Psychic,,Pressure,,,,,—,—,—,—,—,—,—,Ev,Ev,EV,EV,EV,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,T,T,C,C,T,T,T,T,—,—,—,—,T,T,—,T,T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Turtwig,,,Grass,,Overgrow,,Shell Armor,,388,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,T,T,Ev,Ev,EvB,EvB,T,T,R,R,T,T,B,B,—,—,—,—,C,C,C,CD,CD
388,Grotle,,,Grass,,Overgrow,,Shell Armor,387,389,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,EvE,EvE,EvB,EvB,T,T,E,E,T,T,S,S,—,—,—,—,E,E,C,ED,ED
389,Torterra,,,Grass,Ground,Overgrow,,Shell Armor,388,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,EvE,EvE,Ev,Ev,T,T,E,E,T,T,E,E,—,—,—,—,E,E,C,ED,ED
390,Chimchar,,,Fire,,Blaze,,Iron Fist,,391,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,Ev,Ev,Ev,Ev,EvB,EvB,EvB,EvB,R,R,T,T,B,B,—,—,—,—,C,C,C,CD,CD
391,Monferno,,,Fire,Fighting,Blaze,,Iron Fist,390,392,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,EvE,EvE,EvE,EvE,EvB,EvB,EvB,EvB,E,E,T,T,S,S,—,—,—,—,E,E,C,ED,ED
392,Infernape,,,Fire,Fighting,Blaze,,Iron Fist,391,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,EvE,EvE,EvE,EvE,Ev,Ev,Ev,Ev,E,E,T,T,E,E,—,—,—,—,E,E,C,ED,ED
393,Piplup,,,Water,,Torrent,,Competitive,,394,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,T,T,Ev,Ev,Ev,Ev,Ev,Ev,R,R,Ev,Ev,B,B,—,—,—,—,C,C,C,CD,CD
394,Prinplup,,,Water,,Torrent,,Competitive,393,395,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,EvE,EvE,EvE,EvE,EvE,EvE,E,E,EvE,EvE,S,S,—,—,—,—,E,E,C,ED,ED
395,Empoleon,,,Water,Steel,Torrent,,Competitive,394,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,EvE,EvE,Ev,Ev,EvE,EvE,E,E,EvE,EvE,E,E,—,—,—,—,E,E,C,ED,ED
396,Starly,,,Normal,Flying,Keen Eye,,Reckless,,397,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DWB,C,DWB,DWB,C,C,T,T,B,B,T,T,—,—,—,—,C,C,C,C,C
397,Staravia,,,Normal,Flying,Intimidate,,Reckless,396,398,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,E,E,DW,E,DW,DW,C,C,T,T,S,S,T,T,—,—,—,—,C,C,C,C,C
398,Staraptor,,,Normal,Flying,Intimidate,,Reckless,397,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,E,DWE,DWE,E,E,T,T,E,E,T,T,—,—,—,—,E,E,C,C,C
399,Bidoof,,,Normal,,Simple,Unaware,Moody,,400,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,B,B,B,B,C,C,T,T,T,T,T,T,—,—,—,—,C,C,C,—,—
400,Bibarel,,,Normal,Water,Simple,Unaware,Moody,399,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,E,E,C,C,C,C,C,C,T,T,T,T,T,T,—,—,—,—,C,C,C,—,—
401,Kricketot,,,Bug,,Shed Skin,,Run Away,,402,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,B,B,DW,DW,T,T,B,B,T,T,T,T,—,—,—,—,C,C,C,C,C
402,Kricketune,,,Bug,,Swarm,,Technician,401,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,DWE,DWE,T,T,C,C,T,T,T,T,—,—,—,—,C,C,C,C,C
403,Shinx,,,Electric,,Rivalry,Intimidate,Guts,,404,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,C,DW,DW,FSB,FSB,B,B,B,B,T,T,—,—,CD,CD,C,C,C,C,C
404,Luxio,,,Electric,,Rivalry,Intimidate,Guts,403,405,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DWE,E,DWE,DWE,FS,FS,C,C,S,S,T,T,—,—,CD,CD,C,C,C,C,C
405,Luxray,,,Electric,,Rivalry,Intimidate,Guts,404,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,E,DWE,DWE,FSE,FSE,E,E,E,E,T,T,—,—,CD,CD,E,E,C,C,C
406,Budew,,,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,315,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DWB,C,B,B,C,C,B,B,B,B,T,T,—,—,C,C,C,C,C,—,—
407,Roserade,,,Grass,Poison,Natural Cure,Poison Point,Technician,315,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,E,C,C,E,E,E,E,E,E,T,T,—,—,C,C,E,E,C,—,—
408,Cranidos,,,Rock,,Mold Breaker,,Sheer Force,,409,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,T,R,T,T,R,R,R,R,R,R,T,R,R,T,R,R,—,—,—,—,R,T,C,CD,CCD
409,Rampardos,,,Rock,,Mold Breaker,,Sheer Force,408,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,T,E,T,T,E,E,E,E,E,E,T,E,E,T,E,E,—,—,—,—,E,T,C,CD,CCD
410,Shieldon,,,Rock,Steel,Sturdy,,Soundproof,,411,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,R,R,T,T,R,R,R,R,R,R,R,T,T,R,R,R,—,—,—,—,T,R,C,CCD,CD
411,Bastiodon,,,Rock,Steel,Sturdy,,Soundproof,410,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,E,E,T,T,E,E,E,E,E,E,E,T,T,E,E,E,—,—,—,—,T,E,C,CCD,CD
412a,Burmy,Plant Cloak,,Bug,,Shed Skin,,Overcoat,,413a,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,DW,DW,DW,C,C,T,T,T,T,T,T,—,—,—,—,C,C,C,—,—
412b,Burmy,Sandy Cloak,,Bug,,Shed Skin,,Overcoat,,413b,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,DW,DW,DW,C,C,T,T,T,T,T,T,—,—,—,—,C,C,C,—,—
412c,Burmy,Trash Cloak,,Bug,,Shed Skin,,Overcoat,,413c,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,DW,DW,DW,C,C,T,T,T,T,T,T,—,—,—,—,C,C,C,—,—
413a,Wormadam,Plant Cloak,,Bug,Grass,Anticipation,,Overcoat,412a,414,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,DWE,DWE,E,E,T,T,T,T,T,T,—,—,—,—,E,E,C,—,—
413b,Wormadam,Sandy Cloak,,Bug,Ground,Anticipation,,Overcoat,412b,414,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,DWE,DWE,E,E,T,T,T,T,T,T,—,—,—,—,E,E,C,—,—
413c,Wormadam,Trash Cloak,,Bug,Steel,Anticipation,,Overcoat,412c,414,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,DWE,DWE,E,E,T,T,T,T,T,T,—,—,—,—,E,E,C,—,—
414,Mothim,,,Bug,Flying,Swarm,,Tinted Lens,"413a,413b,413c",,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,DWE,DWE,E,E,T,T,T,T,T,T,—,—,—,—,E,E,C,—,—
415,Combee,,,Bug,Flying,Honey Gather,,Hustle,,416,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,C,C,T,T,T,T,T,T,—,—,C,C,C,C,C,C,C
416,Vespiquen,,,Bug,Flying,Pressure,,Unnerve,415,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,C,C,C,C,E,E,T,T,T,T,T,T,—,—,C,C,E,E,C,C,C
417,Pachirisu,,,Electric,,Run Away,Pickup,Volt Absorb,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,DW,C,C,C,C,Ev,Ev,T,T,T,T,—,—,—,—,C,C,C,C,C
418,Buizel,,,Water,,Swift Swim,,Water Veil,,419,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,B,B,T,T,T,T,B,B,—,—,—,—,C,C,C,C,C
419,Floatzel,,,Water,,Swift Swim,,Water Veil,418,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,C,C,T,T,T,T,C,C,—,—,—,—,C,C,C,C,C
420,Cherubi,,,Grass,,Chlorophyll,,,,421,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,B,B,DW,DW,T,T,B,B,T,T,T,T,—,—,C,C,C,C,C,—,—
421,Cherrim,,,Grass,,Flower Gift,,,420,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,C,C,DWE,DWE,T,T,C,C,T,T,T,T,—,—,D,D,E,E,C,—,—
422a,Shellos,East Sea,,Water,,Sticky Hold,Storm Drain,Sand Force,,423a,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,PW,PW,DW,DW,R,R,FSB,FSB,C,T,T,T,R,R,—,—,T,T,C,C,C,C,C
422b,Shellos,West Sea,,Water,,Sticky Hold,Storm Drain,Sand Force,,423b,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,T,T,DW,DW,R,R,T,T,T,C,B,B,B,B,—,—,C,C,C,C,C,C,C
423a,Gastrodon,East Sea,,Water,Ground,Sticky Hold,Storm Drain,Sand Force,422a,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,PWE,PWE,DWE,DWE,E,E,FS,FS,E,T,T,T,E,E,—,—,T,T,C,C,C,C,C
423b,Gastrodon,West Sea,,Water,Ground,Sticky Hold,Storm Drain,Sand Force,422b,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,T,T,DWE,DWE,E,E,T,T,T,E,C,C,C,C,—,—,C,C,C,C,C,C,C
424,Ambipom,,,Normal,,Technician,Pickup,Skill Link,190,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,R,R,FSE,FSE,E,E,T,T,C,C,—,—,—,—,E,E,C,CCD,CD
425,Drifloon,,,Ghost,Flying,Aftermath,Unburden,Flare Boost,,426,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,T,T,B,B,C,C,C,C,C,C,C,C,C,C,—,—,C,C,C,C,C,C,CC
426,Drifblim,,,Ghost,Flying,Aftermath,Unburden,Flare Boost,425,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,C,C,C,C,E,E,E,E,C,C,E,E,—,—,C,C,E,E,C,C,CC
427,Buneary,,,Normal,,Run Away,Klutz,Limber,,428,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,S,S,DW,DW,C,DW,T,T,C,C,T,T,C,C,—,—,CD,CD,C,C,C,—,—
428,Lopunny,,,Normal,,Cute Charm,Klutz,Limber,427,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,C,DWE,T,T,E,E,T,T,C,C,—,—,CD,CD,E,E,C,—,—
429,Mismagius,,,Ghost,,Levitate,,,200,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,E,T,E,E,DWE,C,DWE,DWE,T,T,E,E,C,C,E,E,—,—,—,—,T,E,C,CC,C
430,Honchkrow,,,Dark,Flying,Insomnia,,,198,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,T,T,E,E,C,DWE,E,E,E,E,E,E,E,E,C,C,—,—,—,—,E,T,C,C,C
431,Glameow,,,Normal,,Limber,,,,432,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,T,T,T,DW,DW,CC,C,T,T,C,C,T,T,T,T,—,—,—,—,T,C,C,—,—
432,Purugly,,,Normal,,Thick Fat,,,431,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,T,T,T,DWE,DWE,CCE,E,T,T,C,C,T,T,T,T,—,—,—,—,T,C,C,—,—
433,Chingling,,,Psychic,,Levitate,,,,358,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,B,B,DWB,DWB,C,C,B,B,T,T,T,T,—,—,—,—,C,C,C,CD,CD
434,Stunky,,,Poison,Dark,Stench,Aftermath,Keen Eye,,435,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T,T,T,DW,DW,C,CC,C,C,T,T,T,T,T,T,—,—,C,C,C,T,C,C,CC
435,Skuntank,,,Poison,Dark,Stench,Aftermath,Keen Eye,434,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T,T,T,DWE,DWE,E,CCE,E,E,T,T,T,T,T,T,—,—,C,C,C,T,C,C,CC
436,Bronzor,,,Steel,Psychic,Levitate,Heatproof,Heavy Metal,,437,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,B,B,C,C,FSB,FSB,C,C,T,T,T,T,—,—,C,C,C,C,C,C,C
437,Bronzong,,,Steel,Psychic,Levitate,Heatproof,Heavy Metal,436,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,FS,FS,E,E,T,T,T,T,—,—,C,C,C,C,C,C,C
438,Bonsly,,,Rock,,Sturdy,Rock Head,Rattled,,185,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,C,S,B,B,DWB,DWB,B,DWB,B,B,T,T,C,C,C,C,—,—,C,C,S,C,C,C,C
439,Mime Jr.,,,Psychic,Fairy,Soundproof,Filter,Technician,,"122,122a",—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,S,S,B,B,DWB,DWB,DWB,B,C,C,T,T,T,T,C,C,—,—,C,C,C,S,C,—,—
440,Happiny,,,Normal,,Natural Cure,Serene Grace,Friend Guard,,113,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,S,B,B,DWB,C,R,R,FSB,FSB,C,C,C,C,C,C,—,—,CD,CD,S,S,C,C,C
441,Chatot,,,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,DW,C,C,C,C,C,C,T,T,T,T,—,—,—,—,C,C,C,—,—
442,Spiritomb,,,Ghost,Dark,Pressure,,Infiltrator,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CC,CC,CC,PW,PW,DW,DW,R,R,FS,FS,C,C,T,T,T,T,—,—,CCD,CCD,C,C,C,C,C
443,Gible,,,Dragon,Ground,Sand Veil,,Rough Skin,,444,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,DW,R,DW,C,C,C,C,B,B,B,B,—,—,T,CD,C,C,C,C,C
444,Gabite,,,Dragon,Ground,Sand Veil,,Rough Skin,443,445,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,E,E,DWE,DWE,E,DWE,E,E,E,E,C,C,C,C,—,—,T,DD,C,C,C,C,C
445,Garchomp,,,Dragon,Ground,Sand Veil,,Rough Skin,444,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,E,DWE,E,E,E,E,E,E,E,E,—,—,T,CD,E,E,C,C,C
446,Munchlax,,,Normal,,Pickup,Thick Fat,Gluttony,,143,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,B,B,R,R,B,B,B,B,T,T,C,C,C,C,—,—,C,C,C,C,C,CD,CD
447,Riolu,,,Fighting,,Steadfast,Inner Focus,Prankster,,448,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,C,C,C,C,C,C,C,C,T,T,C,C,C,C,—,—,C,C,R,R,C,C,C
448,Lucario,,,Fighting,Steel,Steadfast,Inner Focus,Justified,447,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,E,E,E,R,R,Ev,Ev,C,C,C,C,—,—,C,C,E,E,C,C,C
449,Hippopotas,,,Ground,,Sand Stream,,Sand Force,,450,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,S,S,B,B,C,C,T,T,T,T,B,B,—,—,C,C,C,C,C,C,C
450,Hippowdon,,,Ground,,Sand Stream,,Sand Force,449,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,E,E,E,E,S,S,E,E,T,T,T,T,C,C,—,—,C,C,C,C,C,C,C
451,Skorupi,,,Poison,Bug,Battle Armor,Sniper,Keen Eye,,452,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,S,C,C,DW,DW,C,C,C,C,C,C,T,T,B,B,—,—,C,C,C,C,C,—,—
452,Drapion,,,Poison,Dark,Battle Armor,Sniper,Keen Eye,451,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,S,E,E,DWE,DWE,E,E,C,C,E,E,T,T,C,C,—,—,C,C,S,S,C,—,—
453,Croagunk,,,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,,454,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,C,C,C,S,S,C,C,C,C,T,T,T,T,T,T,—,—,T,C,C,C,C,C,C
454,Toxicroak,,,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,453,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,S,E,E,E,E,C,C,E,E,T,T,T,T,T,T,—,—,T,C,S,S,C,C,C
455,Carnivine,,,Grass,,Levitate,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,S,C,C,DW,DW,C,C,C,C,T,T,T,T,T,T,—,—,—,—,S,S,C,—,—
